manufacturer,model,aircraft_type,description,engine_count,engine_type,aircraft_category,engine_manufacturer,engine_model,body_type,max_seats,engine_source,max_seats_source,contributor,
Boeing,C-40C,B737,L2J,2,Jet,LandPlane,CFM International,CFM56,Freighter,6,https://en.wikipedia.org/wiki/Boeing_C-40_Clipper#Specifications_(C-40A),https://en.wikipedia.org/wiki/Boeing_C-40_Clipper#Specifications_(C-40A),Ananya,
Beechcraft,C-45 Expeditor,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985-AN-1,Private,6,https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),Ananya,
Beechcraft,C-45F Expeditor,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985-An-1,Private,7,https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),Ananya,
Beechcraft,C-45G Expeditor,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985-AN-1,Private,7,https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),Ananya,
Beechcraft,C-45H Expeditor,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985-AN-1,Private,6,https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),https://en.wikipedia.org/wiki/Beechcraft_Model_18#Specifications_(UC-45_Expeditor),Ananya,
Douglas,C-47A Dakota III,DC3,L2P,2,Piston,LandPlane,Pratt & Whitney,R-1830-90C,Freighter,28,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,Ananya,
Douglas,C-47A Skytrain,DC3,L2P,2,Piston,LandPlane,Pratt & Whitney,R-1830-90C,Freighter,28,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,Ananya,
Douglas,C-47B Skytrain,DC3,L2P,2,Piston,LandPlane,Pratt & Whitney,R-1830-90C,Freighter,28,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,Ananya,
Douglas,C-47TP Turbo-Dakota,DC3T,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,R-1830-90C,Freighter,28,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,Ananya,
Douglas,C-49J,DC3,L2P,2,Piston,LandPlane,Curtiss-Wright,R-1820-71,Freighter,28,http://www.historyofwar.org/articles/weapons_douglas_C-49.html,http://www.historyofwar.org/articles/weapons_douglas_C-49.html,Ananya,
Douglas,C-53 Skytrooper,DC3,L2P,2,Piston,LandPlane,Pratt & Whitney,R-1830-90C,Freighter,28,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,Ananya,
Douglas,C-53D Skytrooper,DC3,L2P,2,Piston,LandPlane,Pratt & Whitney,R-1830-90C,Freighter,28,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,https://en.wikipedia.org/wiki/Douglas_C-47_Skytrain#Variants,Ananya,
Douglas,C-54D Skymaster,DC4,L4P,4,Piston,LandPlane,Pratt & Whitney,R-2000-9,Freighter,50,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,Ananya,
Douglas,C-54E Skymaster,DC4,L4P,4,Piston,LandPlane,Pratt & Whitney,R-2000-9,Freighter,50,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,Ananya,
Douglas,C-54G Skymaster,DC4,L4P,4,Piston,LandPlane,Pratt & Whitney,R-2000-9,Freighter,50,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,Ananya,
Douglas,C-54Q Skymaster,DC4,L4P,4,Piston,LandPlane,Pratt & Whitney,R-2000-9,Freighter,50,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,https://en.wikipedia.org/wiki/Douglas_C-54_Skymaster#Variants,Ananya,
Lockheed,C-5A Galaxy,C5,L4J,4,Jet,LandPlane,General Electric,CF6-80C2,Freighter,7,https://en.wikipedia.org/wiki/Lockheed_C-5_Galaxy#Variants,https://en.wikipedia.org/wiki/Lockheed_C-5_Galaxy#Variants,Ananya,
Lockheed,C-5M Super Galaxy,C5M,L4J,4,Jet,LandPlane,General Electric,F138-GE-100,Freighter,7,https://en.wikipedia.org/wiki/Lockheed_C-5_Galaxy#Variants,https://en.wikipedia.org/wiki/Lockheed_C-5_Galaxy#Variants,Ananya,
Lockheed,C-60A Lodestar,L18,L2P,2,Piston,LandPlane,Wright,R-1820-87,Regional,18,https://en.wikipedia.org/wiki/Lockheed_Model_18_Lodestar#Specifications_(C-60A-5),https://en.wikipedia.org/wiki/Lockheed_Model_18_Lodestar#Specifications_(C-60A-5),Ananya,
Embraer,C-95C,E110,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-34,Regional,18,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,https://en.wikipedia.org/wiki/Embraer_EMB_110_Bandeirante,Bhavye,
Embraer,C-97,E120,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,R4360B,Freighter,134,https://en.wikipedia.org/wiki/Boeing_C-97_Stratofreighter,https://en.wikipedia.org/wiki/Boeing_C-97_Stratofreighter,Bhavye,
Boeing,C-97G Stratofreighter,C97,L4P,4,Piston,LandPlane,Pratt & Whitney,R-4360B,Freighter,134,https://en.wikipedia.org/wiki/Boeing_C-97_Stratofreighter#Specifications_(C-97),https://en.wikipedia.org/wiki/Boeing_C-97_Stratofreighter#Specifications_(C-97),Ananya,
Cessna,C-98A,C208,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-114A,Private,9,https://en.wikipedia.org/wiki/Cessna_208_Caravan,https://en.wikipedia.org/wiki/Cessna_208_Caravan,Bhavye,
Embraer,C-99A,E145,L2J,2,Jet,LandPlane,Rolls Royce,AE 3007,Freighter,,https://en.wikipedia.org/wiki/Embraer_ERJ_family,https://en.wikipedia.org/wiki/Embraer_ERJ_family,Abiya,
Beechcraft,C18S Twin Beech,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985-AN-1,Military,6,https://en.wikipedia.org/wiki/Beechcraft_Model_18,https://en.wikipedia.org/wiki/Beechcraft_Model_19,Rayna,
Airbus Defence and Space,C212-100,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10R-511C;TPE331-10R;512C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-100M,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10R-511C;TPE331-10R;512C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-200,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10R-511C;TPE331-10R;512C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-300,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10R-513C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-400,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Garrett,TPE331-10R-513C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-400MP,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Garrett,TPE331-10R-513C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-CC,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell;Garrett,TPE331-10R-511C;TPE331-10R;512C;TPE331-10R-513C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-CD,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell;Garrett,TPE331-10R-511C;TPE331-10R;512C;TPE331-10R-513C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Airbus Defence and Space,C212-DF,C212,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell;Garrett,TPE331-10R-511C;TPE331-10R;512C;TPE331-10R-513C,Utility,26,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,https://en.wikipedia.org/wiki/CASA_C-212_Aviocar,Bhavye,
Beechcraft,C23 Sundowner 180,BE23,L1P,1,Piston,LandPlane,Lycoming,IO-360-A1B6,Private,6,https://www.globalair.com/aircraft-for-sale/Specifications?specid=273,https://www.globalair.com/aircraft-for-sale/Specifications?specid=273,Dhyey,
Beechcraft,C24R Sierra,BE24,L1P,1,Piston,LandPlane,Lycoming,IO-360-A1B6,Private,6,https://en.wikipedia.org/wiki/Beechcraft_Musketeer,https://en.wikipedia.org/wiki/Beechcraft_Musketeer,Dhyey,
Airbus Defence and Space,C295,C295,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW127G,Utility,73,https://en.wikipedia.org/wiki/EADS_CASA_C-295,https://en.wikipedia.org/wiki/EADS_CASA_C-295,Dhyey,
Airbus Defence and Space,C295M,C295,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW127G,Utility,73,https://en.wikipedia.org/wiki/EADS_CASA_C-295,https://en.wikipedia.org/wiki/EADS_CASA_C-295,Dhyey,
Airbus Defence and Space,C295MPA,C295,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW127G,Utility,73,https://en.wikipedia.org/wiki/EADS_CASA_C-295,https://en.wikipedia.org/wiki/EADS_CASA_C-295,Dhyey,
Airbus Defence and Space,C295W,C295,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW127G,Utility,73,https://www.google.com/search?q=Airbus+Defence+and+Space+C295W&oq=Airbus+Defence+and+Space%09C295W&aqs=chrome..69i57.1396j0j9&sourceid=chrome&ie=UTF-8,https://www.google.com/search?q=Airbus+Defence+and+Space+C295W&oq=Airbus+Defence+and+Space%09C295W&aqs=chrome..69i57.1396j0j9&sourceid=chrome&ie=UTF-8,Dhyey,
Beechcraft,C33 Debonair,BE33,L1P,1,Piston,LandPlane,Continental,IO-470-J,Private,4,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/c3cb729491ecb94b86258051006e7667/$FILE/3A15_Rev98.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/c3cb729491ecb94b86258051006e7667/$FILE/3A15_Rev98.pdf,Mihir,
Beechcraft,C33A Debonair,BE33,L1P,1,Piston,LandPlane,Continental,IO-470-K,Private,5,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/c3cb729491ecb94b86258051006e7667/$FILE/3A15_Rev98.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/c3cb729491ecb94b86258051006e7667/$FILE/3A15_Rev98.pdf,Mihir,
Beechcraft,C35 Bonanza,BE35,L1P,1,Piston,LandPlane,Continental,E-185-1,Private,4,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/71c5912c90480869862581ef0060d024/$FILE/A-777%20Rev%2062.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/71c5912c90480869862581ef0060d024/$FILE/A-777%20Rev%2062.pdf,Mihir,
Beechcraft,C90 King Air,BE9L,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-21,Regional,9,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,Mihir,
Beechcraft,C90-1 King Air,BE9L,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-21,Regional,9,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,Mihir,
Beechcraft,C90A King Air,BE9L,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-21,Regional,9,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,Mihir,
Beechcraft,C90B King Air,BE9L,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-21,Regional,9,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,Mihir,
Beechcraft,C90GT King Air,BE9L,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-135A,Regional,9,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,Mihir,
Beechcraft,C90GTi King Air,BE9L,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-135A,Regional,7,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/8c3d574efe5ea4a58625733a006a4a8b/$FILE/3a20.pdf,Mihir,
Beechcraft,C99 Commuter,BE99,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-20,Regional,16,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/9a2f3bd921f17d59862581ef005d564c/$FILE/A14CE%20Rev%2041.pdf,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/9a2f3bd921f17d59862581ef005d564c/$FILE/A14CE%20Rev%2041.pdf,Mihir,
Commonwealth Aircraft Corporation,CA-32,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Rolls Royce,T703-AD-700A,Helicopter,2,https://en.wikipedia.org/wiki/Bell_OH-58_Kiowa,https://en.wikipedia.org/wiki/Bell_OH-58_Kiowa,Rayna,
Lockheed,CC-130H Hercules,C130,L4T,4,Turboprop/Turboshaft,LandPlane,Allison,T56-A-15,Military,5,https://en.wikipedia.org/wiki/Lockheed_C-130_Hercules,https://en.wikipedia.org/wiki/Lockheed_C-130_Hercules,Rayna,
Lockheed,CC-130H-30 Hercules,C130,L4T,4,Turboprop/Turboshaft,LandPlane,Rolls Royce,AE 2100D3,Military,92,https://en.wikipedia.org/wiki/Lockheed_Martin_C-130J_Super_Hercules,https://en.wikipedia.org/wiki/Lockheed_Martin_C-130J_Super_Hercules,Rayna,
De Havilland Canada,CC-142,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Rolls Royce,PW150,Regional,90,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,Rayna,
Boeing,CC-177 Globemaster III,C17,L4J,4,Jet,LandPlane,Pratt & Whitney,F117-PW-100,Military,134,https://en.wikipedia.org/wiki/Boeing_C-17_Globemaster_III,https://en.wikipedia.org/wiki/Boeing_C-17_Globemaster_III,Bhavye,
Canadair,CF-104 Starfighter,F104,L1J,1,Jet,LandPlane,Orenda,J79-OEL-7,Military,1,https://en.wikipedia.org/wiki/Canadair_CF-104_Starfighter,https://en.wikipedia.org/wiki/Canadair_CF-104_Starfighter,Rayna,
Canadair,CF-104D Starfighter,F104,L1J,1,Jet,LandPlane,Orenda,J79-OEL-7,Military,1,https://en.wikipedia.org/wiki/Canadair_CF-104_Starfighter,https://en.wikipedia.org/wiki/Canadair_CF-104_Starfighter,Rayna,
Canadair,CF-104G Starfighter,F104,L1J,1,Jet,LandPlane,Orenda,J79-OEL-7,Military,1,https://en.wikipedia.org/wiki/Canadair_CF-104_Starfighter,https://en.wikipedia.org/wiki/Canadair_CF-104_Starfighter,Rayna,
Canadair,CF-116D Freedom Fighter,F5,L2J,2,Jet,LandPlane,Orenda , GE J85-15,Military,2,https://en.wikipedia.org/wiki/Canadair_CF-5,https://en.wikipedia.org/wiki/Canadair_CF-5,Rayna,
Bell,CH-118,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-11,Helicopter,15,https://en.wikipedia.org/wiki/Bell_UH-1_Iroquois,https://en.wikipedia.org/wiki/Bell_UH-1_Iroquois,Rayna,
Bell,CH-135 Twin Huey,B212,H2T,2,Turboprop/Turboshaft,Helicopter,Pratt & Whitney Canada,T400-CP-400,Helicopter,8,https://en.wikipedia.org/wiki/Bell_UH-1N_Twin_Huey,https://en.wikipedia.org/wiki/Bell_UH-1N_Twin_Huey,Rayna,
Bell,CH-136 Kiowa,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Rolls Royce,T703-AD-700A,Helicopter,2,https://en.wikipedia.org/wiki/Bell_OH-58_Kiowa,https://en.wikipedia.org/wiki/Bell_OH-58_Kiowa,Rayna,
Bell,CH-146 Griffon,B412,H2T,2,Turboprop/Turboshaft,Helicopter,Pratt & Whitney Canada,PT6T-3D,Helicopter,10,https://en.wikipedia.org/wiki/Bell_CH-146_Griffon,https://en.wikipedia.org/wiki/Bell_CH-146_Griffon,Rayna,
Boeing,CH-147F Chinook,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,T55-GA-714A,Military,55,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,Rayna,
Sikorsky,CH-19E Chickasaw,S55P,H1P,1,Piston,Helicopter,Pratt & Whitney,R-1300-3,Freighter,10,https://en.wikipedia.org/wiki/Sikorsky_H-19_Chickasaw,https://en.wikipedia.org/wiki/Sikorsky_H-19_Chickasaw,Rayna,
Sikorsky,CH-34C Choctaw,S58P,H1P,1,Piston,Helicopter,Wright,R-1820-84,Helicopter,18,https://en.wikipedia.org/wiki/Sikorsky_H-34,https://en.wikipedia.org/wiki/Sikorsky_H-34,Rayna,
Boeing,CH-46E Sea Knight,H46,H2T,2,Turboprop/Turboshaft,Helicopter,General Electric,T-58-GE-16,Helicopter,24,https://en.wikipedia.org/wiki/Boeing_Vertol_CH-46_Sea_Knight,https://en.wikipedia.org/wiki/Boeing_Vertol_CH-46_Sea_Knight,Rayna,
Boeing,CH-47 Chinook,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,T55-GA-714A,Helicopter,24,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,Rayna,
Boeing,CH-47D Chinook,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,T55-GA-714A,Helicopter,24,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,Rayna,
Boeing,CH-47F Chinook,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,T55-GA-714A,Helicopter,24,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,Rayna,
Sikorsky,CH-53D Sea Stallion,H53,H2T,2,Turboprop/Turboshaft,Helicopter,General Electric,T64,Helicopter,55,https://en.wikipedia.org/wiki/Sikorsky_CH-53_Sea_Stallion,https://www.newriver.marines.mil/About/Aircraft/CH-53E/,Abiya,
Sikorsky,CH-53E Super Stallion,H53S,H3T,3,Turboprop/Turboshaft,Helicopter,General Electric,T64,Helicopter,55,https://en.wikipedia.org/wiki/Sikorsky_CH-53E_Super_Stallion,https://www.newriver.marines.mil/About/Aircraft/CH-53E/,Abiya,
Sikorsky,CH-53G Sea Stallion,H53,H2T,2,Turboprop/Turboshaft,Helicopter,General Electric,T64,Helicopter,55,https://en.wikipedia.org/wiki/Sikorsky_CH-53_Sea_Stallion,https://www.newriver.marines.mil/About/Aircraft/CH-53E/,Abiya,
Sikorsky,CH-53GA Sea Stallion,H53,H2T,2,Turboprop/Turboshaft,Helicopter,General Electric,T64,Helicopter,55,https://en.wikipedia.org/wiki/Sikorsky_CH-53_Sea_Stallion,https://www.newriver.marines.mil/About/Aircraft/CH-53E/,Abiya,
Sikorsky,CH-53GE Sea Stallion,H53,H2T,2,Turboprop/Turboshaft,Helicopter,General Electric,T64,Helicopter,55,https://en.wikipedia.org/wiki/Sikorsky_CH-53_Sea_Stallion,https://www.newriver.marines.mil/About/Aircraft/CH-53E/,Abiya,
Sikorsky,CH-53GS Sea Stallion,H53,H2T,2,Turboprop/Turboshaft,Helicopter,General Electric,T64,Helicopter,55,https://en.wikipedia.org/wiki/Sikorsky_CH-53_Sea_Stallion,https://www.newriver.marines.mil/About/Aircraft/CH-53E/,Abiya,
Sikorsky,CH-54A Tarhe,S64,H2T,2,Turboprop/Turboshaft,Helicopter,Pratt & Whitney,T73-P-1,Helicopter,1,https://en.wikipedia.org/wiki/Sikorsky_CH-54_Tarhe,https://en.wikipedia.org/wiki/Sikorsky_CH-54_Tarhe,Abiya,
Sikorsky,CH-54B Tarhe,S64,H2T,2,Turboprop/Turboshaft,Helicopter,Pratt & Whitney,T73-P-1,Helicopter,1,https://en.wikipedia.org/wiki/Sikorsky_CH-54_Tarhe,https://en.wikipedia.org/wiki/Sikorsky_CH-54_Tarhe,Abiya,
Nanchang,CJ-5,YK18,L1P,1,Piston,LandPlane,Ivchenko,AI-14RF,Private,4,https://en.wikipedia.org/wiki/Yakovlev_Yak-18,https://en.wikipedia.org/wiki/Yakovlev_Yak-18,Abiya,
Canadair,CL-215,CL2P,A2P,2,Piston,Amphibian,Pratt & Whitney Canada,PW123AF,Utility,26,https://en.wikipedia.org/wiki/Canadair_CL-215,https://en.wikipedia.org/wiki/Canadair_CL-215,Abiya,
Canadair,CL-215T,CL2T,A2T,2,Turboprop/Turboshaft,Amphibian,Pratt & Whitney,R-2800-83AM,Utility,26,https://en.wikipedia.org/wiki/Canadair_CL-215#Variants,https://en.wikipedia.org/wiki/Canadair_CL-215#Variants,Ananya,
Canadair,CL-415,CL2T,A2T,2,Turboprop/Turboshaft,Amphibian,Pratt & Whitney,PW123AF,Utility,18,https://en.wikipedia.org/wiki/Canadair_CL-415#Specifications_(CL-415),https://en.wikipedia.org/wiki/Canadair_CL-415#Specifications_(CL-415),Ananya,
Airbus Defence and Space,CN235-10,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-7A,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-100,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-100M,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-100MPA,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-10M,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-7A,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-110MPA,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-200,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-200M,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-220M,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-220MPA,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-300,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Airbus Defence and Space,CN235-300M,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
